15:59:59.022 [main] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'UNEXPECTEDALERTBEHAVIOR' has been set to 'dismiss'
18:47:55.729 [main] INFO  main - -------------***LAUNCHING GOOGLE CHROME***--------------
18:47:55.795 [main] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'UNEXPECTEDALERTBEHAVIOR' has been set to 'dismiss'
18:47:55.795 [main] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'LOGGINGPREFS' has been set to 'all'
18:47:55.795 [main] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'PLATFORM' has been set to 'any'
18:47:55.795 [main] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'CHROMEDRIVEREXECUTABLE' has been set to '/Users/yodaqua/ks-test-automation/project-lib/webdriverfactory/target/test-classes/chromedrivermac64'
18:47:55.795 [main] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'ACCEPTSSLCERTS' has been set to 'true'
18:47:55.795 [main] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'BROWSER' has been set to 'chrome'
18:47:55.795 [main] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'WEBSTORAGEENABLED' has been set to 'true'
18:47:55.795 [main] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'TAKESSCREENSHOT' has been set to 'true'
18:47:55.795 [main] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'JAVASCRIPTENABLED' has been set to 'true'
18:47:55.795 [main] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'PAGELOADINGSTRATEGY' has been set to 'normal'
18:47:55.795 [main] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'APPLICATIONCACHEENABLED' has been set to 'true'
18:47:55.796 [main] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'ROTATABLE' has been set to 'false'
18:47:55.796 [main] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'CHROMEPREFERENCES' has been set to '{profile.password_manager_enabled=false}'
18:47:55.796 [main] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'DATABASEENABLED' has been set to 'true'
18:47:55.796 [main] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'HANDLESALERTS' has been set to 'true'
18:47:55.796 [main] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'VERSION' has been set to 'any'
18:47:55.796 [main] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'DRIVERTYPE' has been set to 'chromedriver'
18:47:55.796 [main] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'BROWSERCONNECTIONENABLED' has been set to 'true'
18:47:55.796 [main] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'PROXY' has been set to 'UseSystemSettings'
18:47:55.796 [main] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'NATIVEEVENTS' has been set to 'true'
18:47:55.796 [main] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'CHROME.SWITCHES' has been set to '[--no-default-browser-check]'
18:47:55.796 [main] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'ELEMENTSCROLLBEHAVIOR' has been set to '0'
18:47:55.796 [main] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'ACCEPTSSLCERTS' has been set to 'true'
18:47:55.796 [main] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'LOCATIONCONTEXTENABLED' has been set to 'true'
18:47:55.797 [main] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'CHROMEOPTIONS' has been set to 'org.openqa.selenium.chrome.ChromeOptions@4a028714'
18:47:55.798 [main] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'CSSSELECTORSENABLED' has been set to 'true'
18:47:55.798 [main] INFO  com.kineticskunk.driverfactory.DriverFactory - Current Operating System: MAC OS X
18:47:55.798 [main] INFO  com.kineticskunk.driverfactory.DriverFactory - Current Architecture: x86_64
18:47:55.798 [main] INFO  com.kineticskunk.driverfactory.DriverFactory - Current Browser Selection: CHROME
18:47:57.177 [main] INFO  main - -------------***LAUNCHING GOOGLE CHROME***--------------
18:47:57.179 [main] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'UNEXPECTEDALERTBEHAVIOR' has been set to 'dismiss'
18:47:57.179 [main] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'LOGGINGPREFS' has been set to 'all'
18:47:57.179 [main] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'PLATFORM' has been set to 'any'
18:47:57.179 [main] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'CHROMEDRIVEREXECUTABLE' has been set to '/Users/yodaqua/ks-test-automation/project-lib/webdriverfactory/target/test-classes/chromedrivermac64'
18:47:57.179 [main] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'ACCEPTSSLCERTS' has been set to 'true'
18:47:57.179 [main] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'BROWSER' has been set to 'chrome'
18:47:57.179 [main] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'WEBSTORAGEENABLED' has been set to 'true'
18:47:57.179 [main] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'TAKESSCREENSHOT' has been set to 'true'
18:47:57.179 [main] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'JAVASCRIPTENABLED' has been set to 'true'
18:47:57.179 [main] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'PAGELOADINGSTRATEGY' has been set to 'normal'
18:47:57.180 [main] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'APPLICATIONCACHEENABLED' has been set to 'true'
18:47:57.180 [main] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'ROTATABLE' has been set to 'false'
18:47:57.180 [main] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'CHROMEPREFERENCES' has been set to '{profile.password_manager_enabled=false}'
18:47:57.180 [main] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'DATABASEENABLED' has been set to 'true'
18:47:57.180 [main] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'HANDLESALERTS' has been set to 'true'
18:47:57.180 [main] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'VERSION' has been set to 'any'
18:47:57.180 [main] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'DRIVERTYPE' has been set to 'chromedriver'
18:47:57.180 [main] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'BROWSERCONNECTIONENABLED' has been set to 'true'
18:47:57.180 [main] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'PROXY' has been set to 'UseSystemSettings'
18:47:57.180 [main] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'NATIVEEVENTS' has been set to 'true'
18:47:57.181 [main] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'CHROME.SWITCHES' has been set to '[--no-default-browser-check]'
18:47:57.181 [main] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'ELEMENTSCROLLBEHAVIOR' has been set to '0'
18:47:57.181 [main] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'ACCEPTSSLCERTS' has been set to 'true'
18:47:57.181 [main] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'LOCATIONCONTEXTENABLED' has been set to 'true'
18:47:57.181 [main] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'CHROMEOPTIONS' has been set to 'org.openqa.selenium.chrome.ChromeOptions@4a028714'
18:47:57.181 [main] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'CSSSELECTORSENABLED' has been set to 'true'
18:47:57.181 [main] INFO  com.kineticskunk.driverfactory.DriverFactory - Current Operating System: MAC OS X
18:47:57.181 [main] INFO  com.kineticskunk.driverfactory.DriverFactory - Current Architecture: x86_64
18:47:57.181 [main] INFO  com.kineticskunk.driverfactory.DriverFactory - Current Browser Selection: CHROME
18:51:18.137 [main] INFO  main - -------------***LAUNCHING GOOGLE CHROME***--------------
18:52:06.281 [main] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'UNEXPECTEDALERTBEHAVIOR' has been set to 'dismiss'
18:52:06.281 [main] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'LOGGINGPREFS' has been set to 'all'
18:52:06.281 [main] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'PLATFORM' has been set to 'any'
18:52:06.281 [main] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'CHROMEDRIVEREXECUTABLE' has been set to '/Users/yodaqua/ks-test-automation/project-lib/webdriverfactory/target/test-classes/chromedrivermac64'
18:52:06.281 [main] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'ACCEPTSSLCERTS' has been set to 'true'
18:52:06.282 [main] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'BROWSER' has been set to 'chrome'
18:52:06.282 [main] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'WEBSTORAGEENABLED' has been set to 'true'
18:52:06.282 [main] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'TAKESSCREENSHOT' has been set to 'true'
18:52:06.282 [main] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'JAVASCRIPTENABLED' has been set to 'true'
18:52:06.282 [main] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'PAGELOADINGSTRATEGY' has been set to 'normal'
18:52:06.282 [main] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'APPLICATIONCACHEENABLED' has been set to 'true'
18:52:06.282 [main] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'ROTATABLE' has been set to 'false'
18:52:06.282 [main] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'CHROMEPREFERENCES' has been set to '{profile.password_manager_enabled=false}'
18:52:06.282 [main] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'DATABASEENABLED' has been set to 'true'
18:52:06.282 [main] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'HANDLESALERTS' has been set to 'true'
18:52:06.282 [main] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'VERSION' has been set to 'any'
18:52:06.282 [main] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'DRIVERTYPE' has been set to 'chromedriver'
18:52:06.282 [main] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'BROWSERCONNECTIONENABLED' has been set to 'true'
18:52:06.283 [main] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'PROXY' has been set to 'UseSystemSettings'
18:52:06.283 [main] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'NATIVEEVENTS' has been set to 'true'
18:52:06.283 [main] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'CHROME.SWITCHES' has been set to '[--no-default-browser-check]'
18:52:06.283 [main] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'ELEMENTSCROLLBEHAVIOR' has been set to '0'
18:52:06.283 [main] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'ACCEPTSSLCERTS' has been set to 'true'
18:52:06.283 [main] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'LOCATIONCONTEXTENABLED' has been set to 'true'
18:52:06.284 [main] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'CHROMEOPTIONS' has been set to 'org.openqa.selenium.chrome.ChromeOptions@4a028714'
18:52:06.284 [main] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'CSSSELECTORSENABLED' has been set to 'true'
18:52:06.284 [main] INFO  com.kineticskunk.driverfactory.DriverFactory - Current Operating System: MAC OS X
18:52:06.284 [main] INFO  com.kineticskunk.driverfactory.DriverFactory - Current Architecture: x86_64
18:52:06.284 [main] INFO  com.kineticskunk.driverfactory.DriverFactory - Current Browser Selection: CHROME
18:53:26.634 [main] INFO  main - -------------***LAUNCHING GOOGLE CHROME***--------------
18:53:26.701 [main] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'UNEXPECTEDALERTBEHAVIOR' has been set to 'dismiss'
18:53:26.701 [main] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'LOGGINGPREFS' has been set to 'all'
18:53:26.701 [main] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'PLATFORM' has been set to 'any'
18:53:26.702 [main] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'CHROMEDRIVEREXECUTABLE' has been set to '/Users/yodaqua/ks-test-automation/project-lib/webdriverfactory/target/test-classes/chromedrivermac64'
18:53:26.702 [main] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'ACCEPTSSLCERTS' has been set to 'true'
18:53:26.702 [main] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'BROWSER' has been set to 'chrome'
18:53:26.702 [main] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'WEBSTORAGEENABLED' has been set to 'true'
18:53:26.702 [main] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'TAKESSCREENSHOT' has been set to 'true'
18:53:26.702 [main] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'JAVASCRIPTENABLED' has been set to 'true'
18:53:26.702 [main] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'PAGELOADINGSTRATEGY' has been set to 'normal'
18:53:26.702 [main] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'APPLICATIONCACHEENABLED' has been set to 'true'
18:53:26.702 [main] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'ROTATABLE' has been set to 'false'
18:53:26.702 [main] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'CHROMEPREFERENCES' has been set to '{profile.password_manager_enabled=false}'
18:53:26.702 [main] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'DATABASEENABLED' has been set to 'true'
18:53:26.702 [main] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'HANDLESALERTS' has been set to 'true'
18:53:26.702 [main] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'VERSION' has been set to 'any'
18:53:26.702 [main] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'DRIVERTYPE' has been set to 'chromedriver'
18:53:26.703 [main] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'BROWSERCONNECTIONENABLED' has been set to 'true'
18:53:26.703 [main] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'PROXY' has been set to 'UseSystemSettings'
18:53:26.703 [main] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'NATIVEEVENTS' has been set to 'true'
18:53:26.703 [main] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'CHROME.SWITCHES' has been set to '[--no-default-browser-check]'
18:53:26.703 [main] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'ELEMENTSCROLLBEHAVIOR' has been set to '0'
18:53:26.703 [main] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'ACCEPTSSLCERTS' has been set to 'true'
18:53:26.703 [main] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'LOCATIONCONTEXTENABLED' has been set to 'true'
18:53:26.703 [main] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'CHROMEOPTIONS' has been set to 'org.openqa.selenium.chrome.ChromeOptions@4a028714'
18:53:26.703 [main] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'CSSSELECTORSENABLED' has been set to 'true'
18:53:26.704 [main] INFO  com.kineticskunk.driverfactory.DriverFactory - Current Operating System: MAC OS X
18:53:26.704 [main] INFO  com.kineticskunk.driverfactory.DriverFactory - Current Architecture: x86_64
18:53:26.704 [main] INFO  com.kineticskunk.driverfactory.DriverFactory - Current Browser Selection: CHROME
18:53:40.679 [main] INFO  main - -------------***LAUNCHING GOOGLE CHROME***--------------
18:53:40.682 [main] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'UNEXPECTEDALERTBEHAVIOR' has been set to 'dismiss'
18:53:40.683 [main] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'LOGGINGPREFS' has been set to 'all'
18:53:40.683 [main] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'PLATFORM' has been set to 'any'
18:53:40.683 [main] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'CHROMEDRIVEREXECUTABLE' has been set to '/Users/yodaqua/ks-test-automation/project-lib/webdriverfactory/target/test-classes/chromedrivermac64'
18:53:40.683 [main] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'ACCEPTSSLCERTS' has been set to 'true'
18:53:40.683 [main] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'BROWSER' has been set to 'chrome'
18:53:40.683 [main] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'WEBSTORAGEENABLED' has been set to 'true'
18:53:40.683 [main] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'TAKESSCREENSHOT' has been set to 'true'
18:53:40.683 [main] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'JAVASCRIPTENABLED' has been set to 'true'
18:53:40.683 [main] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'PAGELOADINGSTRATEGY' has been set to 'normal'
18:53:40.684 [main] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'APPLICATIONCACHEENABLED' has been set to 'true'
18:53:40.684 [main] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'ROTATABLE' has been set to 'false'
18:53:40.684 [main] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'CHROMEPREFERENCES' has been set to '{profile.password_manager_enabled=false}'
18:53:40.684 [main] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'DATABASEENABLED' has been set to 'true'
18:53:40.684 [main] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'HANDLESALERTS' has been set to 'true'
18:53:40.684 [main] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'VERSION' has been set to 'any'
18:53:40.684 [main] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'DRIVERTYPE' has been set to 'chromedriver'
18:53:40.684 [main] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'BROWSERCONNECTIONENABLED' has been set to 'true'
18:53:40.684 [main] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'PROXY' has been set to 'UseSystemSettings'
18:53:40.684 [main] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'NATIVEEVENTS' has been set to 'true'
18:53:40.684 [main] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'CHROME.SWITCHES' has been set to '[--no-default-browser-check]'
18:53:40.684 [main] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'ELEMENTSCROLLBEHAVIOR' has been set to '0'
18:53:40.684 [main] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'ACCEPTSSLCERTS' has been set to 'true'
18:53:40.684 [main] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'LOCATIONCONTEXTENABLED' has been set to 'true'
18:53:40.685 [main] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'CHROMEOPTIONS' has been set to 'org.openqa.selenium.chrome.ChromeOptions@4a028714'
18:53:40.685 [main] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'CSSSELECTORSENABLED' has been set to 'true'
18:53:40.685 [main] INFO  com.kineticskunk.driverfactory.DriverFactory - Current Operating System: MAC OS X
18:53:40.685 [main] INFO  com.kineticskunk.driverfactory.DriverFactory - Current Architecture: x86_64
18:53:40.685 [main] INFO  com.kineticskunk.driverfactory.DriverFactory - Current Browser Selection: CHROME
18:56:25.633 [main] INFO  main - -------------***LAUNCHING GOOGLE CHROME***--------------
18:56:25.699 [main] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'UNEXPECTEDALERTBEHAVIOR' has been set to 'dismiss'
18:56:25.699 [main] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'LOGGINGPREFS' has been set to 'all'
18:56:25.699 [main] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'PLATFORM' has been set to 'any'
18:56:25.699 [main] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'CHROMEDRIVEREXECUTABLE' has been set to '/Users/yodaqua/ks-test-automation/project-lib/webdriverfactory/target/test-classes/chromedrivermac64'
18:56:25.699 [main] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'ACCEPTSSLCERTS' has been set to 'true'
18:56:25.699 [main] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'BROWSER' has been set to 'chrome'
18:56:25.699 [main] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'WEBSTORAGEENABLED' has been set to 'true'
18:56:25.699 [main] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'TAKESSCREENSHOT' has been set to 'true'
18:56:25.699 [main] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'JAVASCRIPTENABLED' has been set to 'true'
18:56:25.700 [main] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'PAGELOADINGSTRATEGY' has been set to 'normal'
18:56:25.700 [main] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'APPLICATIONCACHEENABLED' has been set to 'true'
18:56:25.700 [main] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'ROTATABLE' has been set to 'false'
18:56:25.700 [main] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'CHROMEPREFERENCES' has been set to '{profile.password_manager_enabled=false}'
18:56:25.700 [main] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'DATABASEENABLED' has been set to 'true'
18:56:25.700 [main] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'HANDLESALERTS' has been set to 'true'
18:56:25.700 [main] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'VERSION' has been set to 'any'
18:56:25.700 [main] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'DRIVERTYPE' has been set to 'chromedriver'
18:56:25.700 [main] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'BROWSERCONNECTIONENABLED' has been set to 'true'
18:56:25.700 [main] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'PROXY' has been set to 'UseSystemSettings'
18:56:25.700 [main] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'NATIVEEVENTS' has been set to 'true'
18:56:25.701 [main] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'CHROME.SWITCHES' has been set to '[--no-default-browser-check]'
18:56:25.701 [main] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'ELEMENTSCROLLBEHAVIOR' has been set to '0'
18:56:25.701 [main] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'ACCEPTSSLCERTS' has been set to 'true'
18:56:25.701 [main] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'LOCATIONCONTEXTENABLED' has been set to 'true'
18:56:25.702 [main] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'CHROMEOPTIONS' has been set to 'org.openqa.selenium.chrome.ChromeOptions@4a028714'
18:56:25.702 [main] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'CSSSELECTORSENABLED' has been set to 'true'
18:56:25.702 [main] INFO  com.kineticskunk.driverfactory.DriverFactory - Current Operating System: MAC OS X
18:56:25.702 [main] INFO  com.kineticskunk.driverfactory.DriverFactory - Current Architecture: x86_64
18:56:25.702 [main] INFO  com.kineticskunk.driverfactory.DriverFactory - Current Browser Selection: CHROME
18:56:27.071 [main] INFO  main - -------------***LAUNCHING GOOGLE CHROME***--------------
18:56:27.072 [main] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'UNEXPECTEDALERTBEHAVIOR' has been set to 'dismiss'
18:56:27.073 [main] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'LOGGINGPREFS' has been set to 'all'
18:56:27.073 [main] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'PLATFORM' has been set to 'any'
18:56:27.073 [main] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'CHROMEDRIVEREXECUTABLE' has been set to '/Users/yodaqua/ks-test-automation/project-lib/webdriverfactory/target/test-classes/chromedrivermac64'
18:56:27.073 [main] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'ACCEPTSSLCERTS' has been set to 'true'
18:56:27.073 [main] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'BROWSER' has been set to 'chrome'
18:56:27.073 [main] INFO  com.kineticskunk.chrome.SetChromeDriverDesiredCapabilities - Capability type 'WEBSTORAGEENABLED' has been set to 'true'
